index,set
64771,support
41941,support
51500,support
40941,support
79428,support
52183,support
78805,support
49607,support
17944,support
75978,support
9739,support
47063,support
41981,support
40924,support
80301,support
60445,support
64760,support
15494,support
78802,support
82206,support
78965,support
68951,support
50253,support
63038,support
42016,support
75962,support
68962,support
11772,support
77905,support
77934,support
51494,support
9676,support
51498,support
68178,support
80288,support
80275,support
64711,support
75946,support
16836,support
68405,support
41933,support
82621,support
9740,support
51499,support
79441,support
78799,support
52205,support
42022,support
66323,support
11773,support
64716,support
68415,support
15511,support
51522,support
60444,support
15505,support
46158,support
75952,support
68156,support
82616,support
9670,support
64710,support
15479,support
63005,support
12175,support
15504,support
79425,support
42032,support
41916,support
64740,support
77903,support
40949,support
50227,support
9735,support
78806,support
15506,support
68960,support
68151,support
68945,support
77641,support
75985,support
40944,support
79448,support
75976,support
82619,support
77931,support
49610,support
68955,support
52180,support
17938,support
68171,support
79432,support
68173,support
41990,support
47081,support
80291,support
15487,support
77927,support
66325,support
77933,support
79438,support
79449,support
46162,support
42015,support
80285,support
77912,support
68155,support
68179,support
75945,support
51519,support
66326,support
68946,support
66321,support
49608,support
49626,support
50248,support
68974,support
41922,support
68965,support
52164,support
75989,support
49628,support
68175,support
64705,support
52190,support
50206,support
15482,support
68188,support
15498,support
51508,support
78801,support
41939,support
42010,support
68947,support
64751,support
81347,support
47076,support
50233,support
42008,support
80309,support
16838,support
78963,support
41954,support
50241,support
41921,support
49619,support
49618,support
80270,support
82209,support
50237,support
82612,support
50247,support
79460,support
75949,support
17945,support
79433,support
75943,support
75956,support
47069,support
51513,support
50235,support
41966,support
79440,support
68163,support
64750,support
79475,support
40942,support
60452,support
66319,support
68963,support
75954,support
82608,support
82611,support
78967,support
82197,support
49600,support
64712,support
15481,support
80289,support
80273,support
41936,support
81329,support
82602,support
82950,support
77923,support
82618,support
40937,support
41968,support
68148,support
77633,support
75942,support
46160,support
52210,support
47077,support
75986,support
50250,support
41987,support
63020,support
41995,support
50243,support
51521,support
75934,support
75955,support
68411,support
64756,support
52172,support
47055,support
78966,support
50216,support
63008,support
41963,support
41961,support
66329,support
11766,support
80283,support
64881,support
68403,support
78944,support
49615,support
79431,support
79444,support
79442,support
79459,support
15489,support
50223,support
49609,support
40940,support
52167,support
68150,support
79445,support
64729,support
77915,support
9675,support
41989,support
47080,support
82623,support
80296,support
75966,support
11762,support
16832,support
68165,support
68970,support
68409,support
80295,support
75991,support
79451,support
64724,support
63023,support
77910,support
49616,support
80279,support
80272,support
42031,support
11765,support
77906,support
52201,support
40934,support
50240,support
68152,support
75941,support
42020,support
15483,support
52179,support
79443,support
49625,support
64777,support
80307,support
64745,support
47078,support
79423,support
77629,support
52182,support
46161,support
68168,support
42011,support
75968,support
75973,support
75932,support
64731,support
41978,support
51501,support
77909,support
82949,support
68400,support
82628,support
64883,support
9674,support
80294,support
52186,support
15485,support
49601,support
75929,support
41997,support
68408,support
77932,support
79467,support
68964,support
64755,support
75963,support
41911,support
50207,support
68160,support
47072,support
82199,support
15490,support
66330,support
50218,support
50221,support
63030,support
49604,support
50210,support
41991,support
66316,support
15503,support
77925,support
51515,support
68961,support
66315,support
15510,support
68968,support
79450,support
64720,support
41927,support
68174,support
12172,support
41976,support
68972,support
63009,support
80302,support
52206,support
82617,support
75951,support
82605,support
50242,support
80303,support
47060,support
78808,support
63016,support
68158,support
42004,support
77935,support
50231,support
77626,support
80299,support
51506,support
42001,support
79456,support
81330,support
15477,support
49599,support
41942,support
75925,support
51523,support
52193,support
49613,support
78803,support
51502,support
17943,support
80286,support
82211,support
11763,support
9741,support
15476,support
50228,support
41923,support
75928,support
16837,support
79480,support
41992,support
15480,support
42025,support
50230,support
9667,support
50217,support
41938,support
75981,support
41994,support
75953,support
77919,support
15473,support
64753,support
64762,support
47052,support
75939,support
51509,support
79430,support
64773,support
79437,support
75987,support
66327,support
50238,support
80297,support
64735,support
51496,support
50211,support
80306,support
52176,support
40927,support
60443,support
41912,support
75937,support
64728,support
17941,support
68949,support
41917,support
68406,support
68169,support
68157,support
47051,support
82210,support
11761,support
41993,support
77918,support
49620,support
60449,support
64736,support
49605,support
60448,support
41956,support
68410,support
15492,support
80277,support
77637,support
47054,support
64885,support
75975,support
41980,support
11771,support
75927,support
78804,support
60450,support
64718,support
82205,support
52178,support
50246,support
64725,support
64743,support
82944,support
75950,support
47066,support
41952,support
64719,support
81324,support
64772,support
9744,support
47065,support
47068,support
9673,support
15493,support
68395,support
42026,support
46157,support
81346,support
60447,support
52204,support
79446,support
75964,support
68394,support
81323,support
64766,support
79435,support
68187,support
17939,support
75972,support
52168,support
75969,support
82203,support
68971,support
82954,support
9742,support
41924,support
75960,support
68401,support
50205,support
40939,support
75961,support
75988,support
66318,support
68393,support
82945,support
64749,support
80280,support
77632,support
82207,support
68189,support
47056,support
15500,support
79466,support
42030,support
79125,support
41947,support
82627,support
42006,support
11759,support
41988,support
47074,support
42017,support
42029,support
50236,support
63000,support
60442,support
41946,support
75947,support
15496,support
63031,support
41958,support
52196,support
64721,support
63037,support
50220,support
66320,support
40931,support
79426,support
41982,support
64770,support
79439,support
63036,support
75965,support
82625,support
15474,support
79471,support
47073,support
75959,support
52177,support
82624,support
75980,support
9672,support
63019,support
77639,support
63022,support
41928,support
52197,query
81333,query
50213,query
41940,query
77642,query
77911,query
41950,query
82952,query
49617,query
40948,query
41930,query
41913,query
52174,query
11768,query
47064,query
82607,query
17940,query
12177,query
81325,query
68969,query
79436,query
79128,query
15484,query
64887,query
79454,query
47067,query
79461,query
81331,query
64776,query
82958,query
75958,query
52170,query
79458,query
41919,query
78800,query
64714,query
47082,query
68399,query
50212,query
51518,query
64713,query
82620,query
64746,query
49596,query
49606,query
9743,query
79474,query
40928,query
51520,query
64769,query
46163,query
64752,query
11758,query
68166,query
41957,query
77628,query
64888,query
79469,query
64709,query
15512,query
82610,query
64765,query
50222,query
63004,query
47057,query
42009,query
9671,query
80313,query
79126,query
68973,query
79478,query
52171,query
64764,query
64882,query
64884,query
80276,query
42005,query
75983,query
50252,query
82202,query
68177,query
63011,query
82622,query
77937,query
42021,query
78691,query
64759,query
80293,query
79479,query
49598,query
52192,query
51512,query
82204,query
77904,query
50239,query
40929,query
80298,query
9669,query
64774,query
15501,query
15472,query
79424,query
77627,query
64891,query
41965,query
64706,query
75930,query
78689,query
66324,query
66328,query
50204,query
77913,query
68154,query
79465,query
82208,query
80274,query
12171,query
68185,query
50203,query
52203,query
63021,query
68954,query
81322,query
68186,query
63032,query
82629,query
63018,query
79470,query
68966,query
51517,query
64892,query
81328,query
68967,query
41932,query
68153,query
78694,query
64889,query
82947,query
41955,query
49627,query
77625,query
64715,query
82614,query
75933,query
41944,query
41914,query
77926,query
75948,query
47070,query
68959,query
81326,query
41970,query
63003,query
40932,query
40926,query
63025,query
81321,query
42024,query
52169,query
82626,query
64893,query
78964,query
79427,query
51503,query
50209,query
75967,query
17942,query
77640,query
47058,query
79473,query
51340,query
15478,query
52181,query
40925,query
77930,query
50219,query
81334,query
51510,query
80287,query
68149,query
52191,query
15508,query
46159,query
83875,query
77921,query
79477,query
75990,query
60446,query
64723,query
80282,query
82613,query
75971,query
42018,query
41937,query
77908,query
51492,query
50226,query
68956,query
15502,query
77916,query
63034,query
51507,query
16834,query
64732,query
64741,query
68392,query
81348,query
50214,query
78968,query
82200,query
64761,query
52165,query
52208,query
51514,query
77922,query
41926,query
75940,query
47079,query
11770,query
15475,query
64707,query
63012,query
9668,query
68953,query
79455,query
82957,query
64758,query
75977,query
41953,query
77636,query
64739,query
15495,query
47059,query
80281,query
82198,query
80271,query
52187,query
41979,query
64733,query
9737,query
16833,query
63006,query
50251,query
80292,query
52173,query
15497,query
75974,query
77638,query
51338,query
82953,query
51516,query
79476,query
40947,query
50234,query
63033,query
77624,query
50224,query
68159,query
11767,query
79434,query
40950,query
80304,query
82946,query
80284,query
47053,query
64886,query
52199,query
75944,query
41925,query
75936,query
51495,query
64742,query
51334,query
66317,query
41999,query
82201,query
63017,query
82951,query
68950,query
50244,query
75931,query
80278,query
80305,query
63010,query
41967,query
80300,query
51511,query
40930,query
79457,query
64726,query
75935,query
75938,query
12176,query
63015,query
79464,query
41920,query
50232,query
49624,query
49603,query
52189,query
64737,query
64767,query
81332,query
68957,query
40938,query
50245,query
50208,query
79124,query
41929,query
41962,query
82604,query
11757,query
78693,query
42003,query
80290,query
68161,query
64748,query
64734,query
41935,query
42000,query
41977,query
41959,query
52207,query
16835,query
42013,query
47062,query
40933,query
81349,query
68391,query
64727,query
82955,query
78690,query
82603,query
51493,query
11760,query
41934,query
64754,query
41949,query
68172,query
82956,query
52198,query
15471,query
52209,query
75982,query
51339,query
77907,query
77936,query
49612,query
68958,query
64722,query
64708,query
51505,query
47061,query
66322,query
41969,query
15509,query
51337,query
78692,query
77635,query
50225,query
15507,query
50229,query
50215,query
42019,query
42002,query
68167,query
79422,query
64730,query
41964,query
60451,query
63024,query
15486,query
42007,query
75979,query
9736,query
75970,query
51524,query
82943,query
41915,query
63001,query
51504,query
79127,query
77928,query
68948,query
51497,query
40945,query
77938,query
79463,query
77917,query
51335,query
52195,query
79468,query
77929,query
12173,query
49602,query
41943,query
80311,query
52194,query
77634,query
80310,query
42023,query
64738,query
64704,query
64775,query
64747,query
52202,query
79453,query
78807,query
77920,query
79472,query
15499,query
68952,query
68407,query
50202,query
41951,query
63013,query
68170,query
68162,query
12174,query
49614,query
40943,query
41918,query
82196,query
75926,query
11764,query
11774,query
75957,query
52188,query
52185,query
49597,query
68164,query
50249,query
63007,query
82606,query
63014,query
77914,query
12178,query
77924,query
82195,query
80312,query
15488,query
41931,query
82948,query
68176,query
42014,query
79447,query
80308,query
49611,query
41998,query
63035,query
52184,query
79452,query
64744,query
64757,query
40936,query
52200,query
51336,query
64768,query
41996,query
68404,query
47071,query
64763,query
15491,query
41960,query
68413,query
52166,query
47075,query
64717,query
52175,query
41945,query
68396,query
9738,query
40935,query
64890,query
81327,query
41948,query
79462,query
40946,query
82615,query
79429,query
75984,query
68412,query
